=== Effect Code Log Started 2026-01-26T07:58:32.772Z ===
[2026-01-26T07:58:32.774Z] [CLI] Starting CLI process
[2026-01-26T07:58:32.807Z] [CLI] Starting distilled CLI | {"config":{"_id":"Option","_tag":"Some","value":"../distilled-cloudflare/distilled.config.ts"},"model":"claude-sonnet"}
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/deleteCustomCertificate has 23 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/deleteCustomCertificate/Designer has 10 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/deleteCustomCertificate/Developer has 17 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/deleteCustomCertificate/Reviewer has 5 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/patchCustomCertificate has 23 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/patchCustomCertificate/Designer has 10 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/patchCustomCertificate/Developer has 17 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/patchCustomCertificate/Reviewer has 5 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/getCustomCertificate has 23 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/getCustomCertificate/Designer has 10 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/getCustomCertificate/Developer has 17 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent custom-certificates/getCustomCertificate/Reviewer has 5 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt has 8 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/putSecurityTXT has 23 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/putSecurityTXT/Designer has 9 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/putSecurityTXT/Developer has 17 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/putSecurityTXT/Reviewer has 5 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/deleteSecurityTXT has 23 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/deleteSecurityTXT/Designer has 9 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/deleteSecurityTXT/Developer has 17 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/deleteSecurityTXT/Reviewer has 5 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/getSecurityTXT has 23 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/getSecurityTXT/Designer has 9 flat references
[2026-01-26T07:58:33.900Z] [collectAgents] Agent security-txt/getSecurityTXT/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent security-txt/getSecurityTXT/Reviewer has 5 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum has 16 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/createApp has 23 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/createApp/Designer has 8 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/createApp/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/createApp/Reviewer has 5 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/updateApp has 23 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/updateApp/Designer has 9 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/updateApp/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/updateApp/Reviewer has 5 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/deleteApp has 23 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/deleteApp/Designer has 10 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/deleteApp/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/deleteApp/Reviewer has 5 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getApp has 23 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getApp/Designer has 10 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getApp/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getApp/Reviewer has 5 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticAggregateCurrent has 23 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticAggregateCurrent/Designer has 11 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticAggregateCurrent/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticAggregateCurrent/Reviewer has 5 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticEventSummary has 23 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticEventSummary/Designer has 15 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticEventSummary/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticEventSummary/Reviewer has 5 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticEventBytime has 23 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticEventBytime/Designer has 16 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticEventBytime/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent spectrum/getAnalyticEventBytime/Reviewer has 5 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets has 26 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/deleteVersion has 23 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/deleteVersion/Designer has 10 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/deleteVersion/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/deleteVersion/Reviewer has 5 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/getVersion has 23 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/getVersion/Designer has 10 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/getVersion/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/getVersion/Reviewer has 5 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/createRule has 23 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/createRule/Designer has 9 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/createRule/Developer has 17 flat references
[2026-01-26T07:58:33.901Z] [collectAgents] Agent rulesets/createRule/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/deleteRule has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/deleteRule/Designer has 10 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/deleteRule/Developer has 17 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/deleteRule/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/patchRule has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/patchRule/Designer has 10 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/patchRule/Developer has 17 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/patchRule/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/createRuleset has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/createRuleset/Designer has 10 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/createRuleset/Developer has 17 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/createRuleset/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/updateRuleset has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/updateRuleset/Designer has 11 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/updateRuleset/Developer has 17 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/updateRuleset/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/deleteRuleset has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/deleteRuleset/Designer has 9 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/deleteRuleset/Developer has 17 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/deleteRuleset/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getRuleset has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getRuleset/Designer has 9 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getRuleset/Developer has 17 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getRuleset/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getPhasVersion has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getPhasVersion/Designer has 9 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getPhasVersion/Developer has 17 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getPhasVersion/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/putPhas has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/putPhas/Designer has 10 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/putPhas/Developer has 17 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/putPhas/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getPhas has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getPhas/Designer has 8 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getPhas/Developer has 17 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent rulesets/getPhas/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent radar has 512 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent radar/summaryV2As112 has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent radar/summaryV2As112/Designer has 9 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent radar/summaryV2As112/Developer has 17 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent radar/summaryV2As112/Reviewer has 5 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent radar/timeseriesAs112 has 23 flat references
[2026-01-26T07:58:33.902Z] [collectAgents] Agent radar/timeseriesAs112/Designer has 8 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/timeseriesAs112/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/timeseriesAs112/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/timeseriesGroupsV2As112 has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/timeseriesGroupsV2As112/Designer has 9 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/timeseriesGroupsV2As112/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/timeseriesGroupsV2As112/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/dnssecAs112Summary has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/dnssecAs112Summary/Designer has 8 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/dnssecAs112Summary/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/dnssecAs112Summary/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ednsAs112Summary has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ednsAs112Summary/Designer has 8 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ednsAs112Summary/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ednsAs112Summary/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ipVersionAs112Summary has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ipVersionAs112Summary/Designer has 8 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ipVersionAs112Summary/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ipVersionAs112Summary/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/protocolAs112Summary has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/protocolAs112Summary/Designer has 8 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/protocolAs112Summary/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/protocolAs112Summary/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/queryTypeAs112Summary has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/queryTypeAs112Summary/Designer has 8 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/queryTypeAs112Summary/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/queryTypeAs112Summary/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/responseCodesAs112Summary has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/responseCodesAs112Summary/Designer has 8 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/responseCodesAs112Summary/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/responseCodesAs112Summary/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/dnssecAs112Top has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/dnssecAs112Top/Designer has 9 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/dnssecAs112Top/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/dnssecAs112Top/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ednsAs112Top has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ednsAs112Top/Designer has 9 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ednsAs112Top/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ednsAs112Top/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ipVersionAs112Top has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ipVersionAs112Top/Designer has 9 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ipVersionAs112Top/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/ipVersionAs112Top/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/locationsAs112Top has 23 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/locationsAs112Top/Designer has 8 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/locationsAs112Top/Developer has 17 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/locationsAs112Top/Reviewer has 5 flat references
[2026-01-26T07:58:33.903Z] [collectAgents] Agent radar/dnssecAs112TimeseriesGroup has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/dnssecAs112TimeseriesGroup/Designer has 8 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/dnssecAs112TimeseriesGroup/Developer has 17 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/dnssecAs112TimeseriesGroup/Reviewer has 5 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/ednsAs112TimeseriesGroup has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/ednsAs112TimeseriesGroup/Designer has 8 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/ednsAs112TimeseriesGroup/Developer has 17 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/ednsAs112TimeseriesGroup/Reviewer has 5 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/ipVersionAs112TimeseriesGroup has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/ipVersionAs112TimeseriesGroup/Designer has 8 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/ipVersionAs112TimeseriesGroup/Developer has 17 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/ipVersionAs112TimeseriesGroup/Reviewer has 5 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/protocolAs112TimeseriesGroup has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/protocolAs112TimeseriesGroup/Designer has 8 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/protocolAs112TimeseriesGroup/Developer has 17 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/protocolAs112TimeseriesGroup/Reviewer has 5 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/queryTypeAs112TimeseriesGroup has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/queryTypeAs112TimeseriesGroup/Designer has 8 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/queryTypeAs112TimeseriesGroup/Developer has 17 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/queryTypeAs112TimeseriesGroup/Reviewer has 5 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/responseCodesAs112TimeseriesGroup has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/responseCodesAs112TimeseriesGroup/Designer has 8 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/responseCodesAs112TimeseriesGroup/Developer has 17 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/responseCodesAs112TimeseriesGroup/Reviewer has 5 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/summaryBotWebCrawler has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/summaryBotWebCrawler/Designer has 9 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/summaryBotWebCrawler/Developer has 17 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/summaryBotWebCrawler/Reviewer has 5 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/timeseriesGroupsBotWebCrawler has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/timeseriesGroupsBotWebCrawler/Designer has 9 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/timeseriesGroupsBotWebCrawler/Developer has 17 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/timeseriesGroupsBotWebCrawler/Reviewer has 5 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/listBots has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/listBots/Designer has 8 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/listBots/Developer has 17 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/listBots/Reviewer has 5 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/getBot has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/getBot/Designer has 9 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/getBot/Developer has 17 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/getBot/Reviewer has 5 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/summaryBot has 23 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/summaryBot/Designer has 9 flat references
[2026-01-26T07:58:33.904Z] [collectAgents] Agent radar/summaryBot/Developer has 17 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/summaryBot/Reviewer has 5 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesBot has 23 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesBot/Designer has 8 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesBot/Developer has 17 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesBot/Reviewer has 5 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsBot has 23 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsBot/Designer has 9 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsBot/Developer has 17 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsBot/Reviewer has 5 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsRanking has 23 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsRanking/Designer has 8 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsRanking/Developer has 17 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsRanking/Reviewer has 5 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/topRanking has 23 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/topRanking/Designer has 8 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/topRanking/Developer has 17 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/topRanking/Reviewer has 5 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/categoriesRankingInternetService has 23 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/categoriesRankingInternetService/Designer has 8 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/categoriesRankingInternetService/Developer has 17 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/categoriesRankingInternetService/Reviewer has 5 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsRankingInternetService has 23 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsRankingInternetService/Designer has 8 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsRankingInternetService/Developer has 17 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/timeseriesGroupsRankingInternetService/Reviewer has 5 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/topRankingInternetService has 23 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/topRankingInternetService/Designer has 8 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/topRankingInternetService/Developer has 17 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/topRankingInternetService/Reviewer has 5 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/getRankingDomain has 23 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/getRankingDomain/Designer has 9 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/getRankingDomain/Developer has 17 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/getRankingDomain/Reviewer has 5 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/getTrafficAnomalyLocation has 23 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/getTrafficAnomalyLocation/Designer has 8 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/getTrafficAnomalyLocation/Developer has 17 flat references
[2026-01-26T07:58:33.905Z] [collectAgents] Agent radar/getTrafficAnomalyLocation/Reviewer has 5 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/getTrafficAnomaly has 23 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/getTrafficAnomaly/Designer has 8 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/getTrafficAnomaly/Developer has 17 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/getTrafficAnomaly/Reviewer has 5 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/directiveRobotsTxtTopUserAgent has 23 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/directiveRobotsTxtTopUserAgent/Designer has 8 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/directiveRobotsTxtTopUserAgent/Developer has 17 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/directiveRobotsTxtTopUserAgent/Reviewer has 5 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/domainCategoriesRobotsTxtTop has 23 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/domainCategoriesRobotsTxtTop/Designer has 8 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/domainCategoriesRobotsTxtTop/Developer has 17 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/domainCategoriesRobotsTxtTop/Reviewer has 5 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/listGeolocations has 23 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/listGeolocations/Designer has 8 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/listGeolocations/Developer has 17 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/listGeolocations/Reviewer has 5 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/getGeolocation has 23 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/getGeolocation/Designer has 9 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/getGeolocation/Developer has 17 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/getGeolocation/Reviewer has 5 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/asesQualitySpeedTop has 23 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/asesQualitySpeedTop/Designer has 8 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/asesQualitySpeedTop/Developer has 17 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/asesQualitySpeedTop/Reviewer has 5 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/locationsQualitySpeedTop has 23 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/locationsQualitySpeedTop/Designer has 8 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/locationsQualitySpeedTop/Developer has 17 flat references
[2026-01-26T07:58:33.906Z] [collectAgents] Agent radar/locationsQualitySpeedTop/Reviewer has 5 flat references
